"","player.x","team","competition","season","total_bat_wpa","runs_for","wickets_lost","balls_faced","total_bat_XRA","total_bowl_wpa","wickets_taken","runs_against","balls_bowled","total_bowl_XRA","bowl_wpa_per_ball","bowl_XRA_per_ball","bowl_economy","bowl_average","bat_wpa_per_ball","bat_XRA_per_ball","strike_rate","average","total_wpa","total_XRA","balls_total","total_wpa_per_ball","total_XRA_per_ball","season_singular","logo","team_colours","team_colour2","player_name_first","player_name_last","player_fuzzy_ipl_contracts","player_full","position","position_detail","price_lakhs","price_dollars_thousands","wpa_per_thous","wpa_per_lakh","XRA_per_thous","XRA_per_lakh","wins","losses","games_played","win_percentage"
"625","Mandeep Singh","Kolkata Knight Riders","Indian Premier League","2023",-53,14,3,16,-3.05,0,0,0,0,0,0,0,NA,NA,-3.31,-0.19,5.25,4.67,-53,-3.05,16,-3.31,-0.19,2023,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313419.logo.png","#7A05AC","#AC9505","M","Singh","M  Singh","Mandeep Singh","BAT","Batter",50,60,-0.88,-1.06,-0.05,-0.06,6,8,14,0.428571428571429
"626","Mandeep Singh","Punjab Kings","Indian Premier League","2021",-2,15,1,14,0.74,0,0,0,0,0,0,0,NA,NA,-0.14,0.05,6.43,15,-2,0.74,14,-0.14,0.05,2021,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/317000/317003.png","#DA1726","#F8F2F2","M","Singh","M  Singh","Mandeep Singh","BAT","Batter",140,191,-0.01,-0.01,0,0.01,6,8,14,0.428571428571429
"627","Mandeep Singh","Royal Challengers Bangalore","Indian Premier League","2017",-19,188,11,178,5.95,0,0,0,0,0,0,0,NA,NA,-0.11,0.03,6.34,17.09,-19,5.95,178,-0.11,0.03,2017,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313418.logo.png","#030156","#D52719","M","Singh","M  Singh","Mandeep Singh","BAT","Batter",80,119,-0.16,-0.24,0.05,0.07,3,10,13,0.230769230769231
"628","Mandeep Singh","Royal Challengers Bangalore","Indian Premier League","2018",-14,252,10,193,34.7,0,0,0,0,0,0,0,NA,NA,-0.07,0.18,7.83,25.2,-14,34.7,193,-0.07,0.18,2018,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313418.logo.png","#030156","#D52719","M","Singh","M  Singh","Mandeep Singh","BAT","Batter",140,218,-0.06,-0.1,0.16,0.25,6,8,14,0.428571428571429
"629","Mayank Dagar","Sunrisers Hyderabad","Indian Premier League","2023",0,0,0,0,0,-12,1,83,66,-10.9,-0.18,-0.17,7.55,83,0,0,NA,NA,-12,-10.9,66,-0.18,-0.17,2023,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313480.logo.png","#130801","#F96F0F","M","Dagar","M  Dagar","Mayank Dagar","AR","All Rounder",180,219,-0.05,-0.07,-0.05,-0.06,4,10,14,0.285714285714286
"630","Mohammad Nabi","Sunrisers Hyderabad","Indian Premier League","2017",-4,2,1,3,-2.39,-5,2,59,66,11.18,-0.08,0.17,5.36,29.5,-1.33,-0.8,4,2,-9,8.79,69,-0.13,0.13,2017,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313480.logo.png","#130801","#F96F0F","M","Nabi","M  Nabi","Mohammad Nabi","AR","All Rounder",30,44,-0.2,-0.3,0.2,0.29,9,5,14,0.642857142857143
"631","Mohammad Nabi","Sunrisers Hyderabad","Indian Premier League","2018",-4,18,2,12,4.52,-35,1,47,30,-19.33,-1.17,-0.64,9.4,47,-0.33,0.38,9,9,-39,-14.81,42,-0.93,-0.35,2018,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313480.logo.png","#130801","#F96F0F","M","Nabi","M  Nabi","Mohammad Nabi","AR","All Rounder",100,156,-0.25,-0.39,-0.09,-0.15,10,7,17,0.588235294117647
"632","Mohammad Nabi","Sunrisers Hyderabad","Indian Premier League","2019",42,115,5,79,25.46,-84,8,201,175,-11.77,-0.48,-0.07,6.89,25.12,0.53,0.32,8.73,23,-42,13.69,254,-0.17,0.05,2019,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313480.logo.png","#130801","#F96F0F","M","Nabi","M  Nabi","Mohammad Nabi","AR","All Rounder",100,138,-0.3,-0.42,0.1,0.14,6,9,15,0.4
"633","Mohammad Nabi","Sunrisers Hyderabad","Indian Premier League","2020/21",-1,11,1,8,1.33,-17,0,24,26,2.88,-0.65,0.11,5.54,Inf,-0.12,0.17,8.25,11,-18,4.21,34,-0.53,0.12,2020,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313480.logo.png","#130801","#F96F0F","M","Nabi","M  Nabi","Mohammad Nabi","AR","All Rounder",100,140,-0.13,-0.18,0.03,0.04,8,8,16,0.5
"634","Mohammad Nabi","Sunrisers Hyderabad","Indian Premier League","2021",-23,34,3,22,12.36,-6,2,86,48,-30.35,-0.12,-0.63,10.75,43,-1.05,0.56,9.27,11.33,-29,-17.99,70,-0.41,-0.26,2021,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313480.logo.png","#130801","#F96F0F","M","Nabi","M  Nabi","Mohammad Nabi","AR","All Rounder",100,136,-0.21,-0.29,-0.13,-0.18,3,11,14,0.214285714285714
"635","Mohammed Shami","Delhi Daredevils","Indian Premier League","2017",-4,36,4,24,7.42,-56,8,248,165,-64.86,-0.34,-0.39,9.02,31,-0.17,0.31,9,9,-60,-57.44,189,-0.32,-0.3,2017,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313422.logo.png","royalblue3","#E63129","M","Shami","M  Shami","Mohammed Shami","BOW","Bowler",425,634,-0.09,-0.14,-0.09,-0.14,6,8,14,0.428571428571429
"636","Mohammed Shami","Delhi Daredevils","Indian Premier League","2018",-2,7,1,6,0.57,-16,3,144,85,-44.12,-0.19,-0.52,10.16,48,-0.33,0.09,7,7,-18,-43.55,91,-0.2,-0.48,2018,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313422.logo.png","royalblue3","#E63129","M","Shami","M  Shami","Mohammed Shami","BOW","Bowler",300,468,-0.04,-0.06,-0.09,-0.15,5,9,14,0.357142857142857
"637","Mohammed Shami","Gujarat Titans","Indian Premier League","2022",0,0,0,0,0,67,21,491,378,-83.28,0.18,-0.22,7.79,23.38,0,0,NA,NA,67,-83.28,378,0.18,-0.22,2022,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/334700/334707.png","#0C1C3E","#4BDCED","M","Shami","M  Shami","Mohammed Shami","BOW","Bowler",625,833,0.08,0.11,-0.1,-0.13,12,4,16,0.75
"638","Mohammed Shami","Gujarat Titans","Indian Premier League","2023",-1,5,2,8,-3.72,266,28,532,403,-94.38,0.66,-0.23,7.92,19,-0.12,-0.47,3.75,2.5,265,-98.11,411,0.64,-0.24,2023,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/334700/334707.png","#0C1C3E","#4BDCED","M","Shami","M  Shami","Mohammed Shami","BOW","Bowler",625,762,0.35,0.42,-0.13,-0.16,12,5,17,0.705882352941177
"639","Mohammed Shami","Punjab Kings","Indian Premier League","2019",-1,1,1,2,-2.13,52,22,477,331,-90.43,0.16,-0.27,8.65,21.68,-0.5,-1.06,3,1,51,-92.56,333,0.15,-0.28,2019,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/317000/317003.png","#DA1726","#F8F2F2","M","Shami","M  Shami","Mohammed Shami","BOW","Bowler",480,666,0.08,0.11,-0.14,-0.19,6,8,14,0.428571428571429
"640","Mohammed Shami","Punjab Kings","Indian Premier League","2020/21",-1,2,1,3,-1.62,-61,22,474,333,-99.56,-0.18,-0.3,8.54,21.55,-0.33,-0.54,4,2,-62,-101.18,336,-0.18,-0.3,2020,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/317000/317003.png","#DA1726","#F8F2F2","M","Shami","M  Shami","Mohammed Shami","BOW","Bowler",480,676,-0.09,-0.13,-0.15,-0.21,5,9,14,0.357142857142857
"641","Mohammed Shami","Punjab Kings","Indian Premier League","2021",3,13,1,17,-8.45,-109,20,400,323,-47.44,-0.34,-0.15,7.43,20,0.18,-0.5,4.59,13,-106,-55.89,340,-0.31,-0.16,2021,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/317000/317003.png","#DA1726","#F8F2F2","M","Shami","M  Shami","Mohammed Shami","BOW","Bowler",480,657,-0.16,-0.22,-0.09,-0.12,6,8,14,0.428571428571429
"642","Mohammed Siraj","Royal Challengers Bangalore","Indian Premier League","2018",2,25,2,23,0.34,38,11,372,264,-63.45,0.14,-0.24,8.45,33.82,0.09,0.01,6.52,12.5,40,-63.11,287,0.14,-0.22,2018,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313418.logo.png","#030156","#D52719","M","Siraj","M  Siraj","Mohammed Siraj","BOW","Bowler",260,406,0.1,0.15,-0.16,-0.24,6,8,14,0.428571428571429
"643","Mohammed Siraj","Royal Challengers Bangalore","Indian Premier League","2019",-2,4,2,15,-11.27,-19,8,271,179,-61.41,-0.11,-0.34,9.08,33.88,-0.13,-0.75,1.6,2,-21,-72.68,194,-0.11,-0.37,2019,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313418.logo.png","#030156","#D52719","M","Siraj","M  Siraj","Mohammed Siraj","BOW","Bowler",260,361,-0.06,-0.08,-0.2,-0.28,6,8,14,0.428571428571429
"644","Mohammed Siraj","Royal Challengers Bangalore","Indian Premier League","2020/21",4,17,1,14,0,-66,11,244,172,-59.81,-0.38,-0.35,8.51,22.18,0.29,0,7.29,17,-62,-59.81,186,-0.33,-0.32,2020,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313418.logo.png","#030156","#D52719","M","Siraj","M  Siraj","Mohammed Siraj","BOW","Bowler",260,366,-0.17,-0.24,-0.16,-0.23,6,9,15,0.4
"645","Mohammed Siraj","Royal Challengers Bangalore","Indian Premier League","2021",5,20,1,26,-10.48,-65,11,366,321,-15.12,-0.2,-0.05,6.84,33.27,0.19,-0.4,4.62,20,-60,-25.6,347,-0.17,-0.07,2021,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313418.logo.png","#030156","#D52719","M","Siraj","M  Siraj","Mohammed Siraj","BOW","Bowler",260,356,-0.17,-0.23,-0.07,-0.1,9,6,15,0.6
"646","Mohammed Siraj","Royal Challengers Bangalore","Indian Premier League","2022",-6,30,2,33,-11.27,-119,9,525,325,-179.51,-0.37,-0.55,9.69,58.33,-0.18,-0.34,5.45,15,-125,-190.78,358,-0.35,-0.53,2022,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313418.logo.png","#030156","#D52719","M","Siraj","M  Siraj","Mohammed Siraj","BOW","Bowler",700,933,-0.13,-0.18,-0.2,-0.27,9,7,16,0.5625
"647","Mohammed Siraj","Royal Challengers Bangalore","Indian Premier League","2023",-1,1,1,2,-1.97,217,20,395,329,-35.43,0.66,-0.11,7.2,19.75,-0.5,-0.98,3,1,216,-37.39,331,0.65,-0.11,2023,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313418.logo.png","#030156","#D52719","M","Siraj","M  Siraj","Mohammed Siraj","BOW","Bowler",700,853,0.25,0.31,-0.04,-0.05,7,7,14,0.5
"648","Mohammed Siraj","Sunrisers Hyderabad","Indian Premier League","2017",0,0,0,0,0,0,10,214,141,-61.6,0,-0.44,9.11,21.4,0,0,NA,NA,0,-61.6,141,0,-0.44,2017,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313480.logo.png","#130801","#F96F0F","M","Siraj","M  Siraj","Mohammed Siraj","BOW","Bowler",260,388,0,0,-0.16,-0.24,9,5,14,0.642857142857143
"649","Mohit Rathee","Punjab Kings","Indian Premier League","2023",0,1,0,2,-1.5,-15,0,29,12,-16.08,-1.25,-1.34,14.5,Inf,0,-0.75,3,Inf,-15,-17.58,14,-1.07,-1.26,2023,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/317000/317003.png","#DA1726","#F8F2F2","M","Rathee","M  Rathee","Mohit Rathee","AR","All Rounder",20,24,-0.62,-0.75,-0.73,-0.88,6,8,14,0.428571428571429
"650","Mohsin Khan ","Lucknow Super Giants","Indian Premier League","2022",-2,23,1,19,1.71,180,14,202,206,16,0.87,0.08,5.88,14.43,-0.11,0.09,7.26,23,178,17.71,225,0.79,0.08,2022,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/333800/333885.png","#2283C6","#F58334","M","Khan ","M  Khan","Mohsin Khan","BOW","Bowler",20,26,6.85,8.9,0.68,0.89,9,6,15,0.6
"651","Mohsin Khan ","Lucknow Super Giants","Indian Premier League","2023",0,0,1,7,-7.38,36,3,111,64,-36.47,0.56,-0.57,10.41,37,0,-1.05,0,0,36,-43.85,71,0.51,-0.62,2023,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/333800/333885.png","#2283C6","#F58334","M","Khan ","M  Khan","Mohsin Khan","BOW","Bowler",20,24,1.5,1.8,-1.83,-2.19,8,6,14,0.571428571428571
"652","Monu Kumar","Chennai Super Kings","Indian Premier League","2020/21",0,0,0,0,0,-2,0,20,16,-2.12,-0.12,-0.13,7.5,Inf,0,0,NA,NA,-2,-2.12,16,-0.12,-0.13,2020,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313421.logo.png","#07102C","#EADC04","M","Kumar","M  Kumar","Monu Kumar","BOW","Bowler",20,28,-0.07,-0.1,-0.08,-0.11,6,8,14,0.428571428571429
"653","Mujeeb Ur Rahman","Punjab Kings","Indian Premier League","2018",0,10,1,7,2.36,11,15,292,254,-10.83,0.04,-0.04,6.9,19.47,0,0.34,8.57,10,11,-8.47,261,0.04,-0.03,2018,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/317000/317003.png","#DA1726","#F8F2F2","M","Rahman","M  Rahman","M Rahman","BOW","Bowler",400,625,0.02,0.03,-0.01,-0.02,5,9,14,0.357142857142857
"654","Mujeeb Ur Rahman","Punjab Kings","Indian Premier League","2019",0,0,1,4,-5.51,-11,3,193,123,-58.97,-0.09,-0.48,9.41,64.33,0,-1.38,0,0,-11,-64.49,127,-0.09,-0.51,2019,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/317000/317003.png","#DA1726","#F8F2F2","M","Rahman","M  Rahman","Mujeeb Ur Rahman","BOW","Bowler",400,555,-0.02,-0.03,-0.12,-0.16,6,8,14,0.428571428571429
"655","Mujeeb Ur Rahman","Punjab Kings","Indian Premier League","2020/21",-4,1,1,3,-2.38,-5,0,83,49,-28.1,-0.1,-0.57,10.16,Inf,-1.33,-0.79,2,1,-9,-30.48,52,-0.17,-0.59,2020,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/317000/317003.png","#DA1726","#F8F2F2","M","Rahman","M  Rahman","Mujeeb Ur Rahman","BOW","Bowler",400,563,-0.02,-0.02,-0.05,-0.08,5,9,14,0.357142857142857
"656","Mujeeb Ur Rahman","Sunrisers Hyderabad","Indian Premier League","2021",0,1,0,1,-0.55,3,2,30,26,-0.73,0.12,-0.03,6.92,15,0,-0.55,6,Inf,3,-1.29,27,0.11,-0.05,2021,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313480.logo.png","#130801","#F96F0F","M","Rahman","M  Rahman","Mujeeb Ur Rahman","BOW","Bowler",150,205,0.01,0.02,-0.01,-0.01,3,11,14,0.214285714285714
"657","Mukesh Choudhary","Chennai Super Kings","Indian Premier League","2022",-2,6,0,6,-0.48,37,16,425,291,-118.23,0.13,-0.41,8.76,26.56,-0.33,-0.08,6,Inf,35,-118.71,297,0.12,-0.4,2022,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313421.logo.png","#07102C","#EADC04","M","Choudhary","M  Choudhary","Mukesh Choudhary","BOW","Bowler",20,26,1.35,1.75,-4.57,-5.94,4,10,14,0.285714285714286
"658","Mukesh Kumar","Delhi Capitals","Indian Premier League","2023",-1,7,0,10,-4.97,-58,9,328,197,-100.91,-0.29,-0.51,9.99,36.44,-0.1,-0.5,4.2,Inf,-59,-105.89,207,-0.29,-0.51,2023,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313422.logo.png","royalblue3","#E63129","M","Kumar","M  Kumar","Mukesh Kumar","BOW","Bowler",550,670,-0.09,-0.11,-0.16,-0.19,5,9,14,0.357142857142857
"659","Mustafizur Rahman","Delhi Capitals","Indian Premier League","2022",-3,3,0,5,-3.24,22,9,248,199,-14.03,0.11,-0.07,7.48,27.56,-0.6,-0.65,3.6,Inf,19,-17.26,204,0.09,-0.08,2022,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313422.logo.png","royalblue3","#E63129","M","Rahman","M  Rahman","Mustafizur Rahman","BOW","Bowler",200,266,0.07,0.1,-0.06,-0.09,7,7,14,0.5
"660","Mustafizur Rahman","Delhi Capitals","Indian Premier League","2023",0,1,0,1,-0.55,-20,1,79,42,-29.87,-0.48,-0.71,11.29,79,0,-0.55,6,Inf,-20,-30.42,43,-0.47,-0.71,2023,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313422.logo.png","royalblue3","#E63129","M","Rahman","M  Rahman","Mustafizur Rahman","BOW","Bowler",200,243,-0.08,-0.1,-0.13,-0.15,5,9,14,0.357142857142857
"661","Mustafizur Rahman","Mumbai Indians","Indian Premier League","2018",0,1,1,3,-2.09,-13,9,232,167,-42.13,-0.08,-0.25,8.34,25.78,0,-0.7,2,1,-13,-44.22,170,-0.08,-0.26,2018,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/344000/344062.png","#0C6CA7","#F0DD1F","M","Rahman","M  Rahman","Mustafizur Rahman","BOW","Bowler",220,343,-0.04,-0.06,-0.13,-0.2,6,8,14,0.428571428571429
"662","Mustafizur Rahman","Rajasthan Royals","Indian Premier League","2021",1,8,0,14,-10.33,-26,18,448,327,-69.08,-0.08,-0.21,8.22,24.89,0.07,-0.74,3.43,Inf,-25,-79.4,341,-0.07,-0.23,2021,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313423.logo.png","#041276","#F92CE9","M","Rahman","M  Rahman","Mustafizur Rahman","BOW","Bowler",100,136,-0.18,-0.25,-0.58,-0.79,5,9,14,0.357142857142857
"663","Mustafizur Rahman","Sunrisers Hyderabad","Indian Premier League","2017",0,0,0,0,0,-44,0,34,17,-15.3,-2.59,-0.9,12,Inf,0,0,NA,NA,-44,-15.3,17,-2.59,-0.9,2017,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313480.logo.png","#130801","#F96F0F","M","Rahman","M  Rahman","Mustafizur Rahman","BOW","Bowler",140,208,-0.21,-0.31,-0.07,-0.11,9,5,14,0.642857142857143
"664","N Jagadeesan","Chennai Super Kings","Indian Premier League","2020/21",-1,33,2,31,4.02,0,0,0,0,0,0,0,NA,NA,-0.03,0.13,6.39,16.5,-1,4.02,31,-0.03,0.13,2020,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313421.logo.png","#07102C","#EADC04","N","Jagadeesan","N  Jagadeesan","Narayan Jagadeesan","BAT/WK","Batter/Wicket Keeper",20,28,-0.04,-0.05,0.14,0.2,6,8,14,0.428571428571429
"665","N Jagadeesan","Chennai Super Kings","Indian Premier League","2022",-1,40,1,40,-3.88,0,0,0,0,0,0,0,NA,NA,-0.03,-0.1,6,40,-1,-3.88,40,-0.03,-0.1,2022,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313421.logo.png","#07102C","#EADC04","N","Jagadeesan","N  Jagadeesan","N Jagadeesan","BAT/WK","Batter/Wicket Keeper",20,26,-0.04,-0.05,-0.15,-0.19,4,10,14,0.285714285714286
"666","N Jagadeesan","Kolkata Knight Riders","Indian Premier League","2023",-74,89,6,84,9.26,0,0,0,0,0,0,0,NA,NA,-0.88,0.11,6.36,14.83,-74,9.26,84,-0.88,0.11,2023,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313419.logo.png","#7A05AC","#AC9505","N","Jagadeesan","N  Jagadeesan","Narayan Jagadeesan","BAT/WK","Batter/Wicket Keeper",90,109,-0.68,-0.82,0.08,0.1,6,8,14,0.428571428571429
"667","N Pooran","Punjab Kings","Indian Premier League","2019",48,168,6,110,47.26,0,0,0,0,0,0,0,NA,NA,0.44,0.43,9.16,28,48,47.26,110,0.44,0.43,2019,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/317000/317003.png","#DA1726","#F8F2F2","N","Pooran","N  Pooran","Nicholas Pooran","BAT/WK","Batter/Wicket Keeper",420,583,0.08,0.11,0.08,0.11,6,8,14,0.428571428571429
"668","N Pooran","Punjab Kings","Indian Premier League","2020/21",23,353,11,213,120.49,0,0,0,0,0,0,0,NA,NA,0.11,0.57,9.94,32.09,23,120.49,213,0.11,0.57,2020,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/317000/317003.png","#DA1726","#F8F2F2","N","Pooran","N  Pooran","Nicholas Pooran","BAT/WK","Batter/Wicket Keeper",420,591,0.04,0.05,0.2,0.29,5,9,14,0.357142857142857
"669","N Pooran","Lucknow Super Giants","Indian Premier League","2023",45,358,11,217,109.85,0,0,0,0,0,0,0,NA,NA,0.21,0.51,9.9,32.55,45,109.85,217,0.21,0.51,2023,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/333800/333885.png","#2283C6","#F58334","N","Pooran","N  Pooran","Nicholas Pooran","BAT/WK","Batter/Wicket Keeper",1600,1951,0.02,0.03,0.06,0.07,8,6,14,0.571428571428571
"670","N Pooran","Punjab Kings","Indian Premier League","2021",-31,85,10,77,-4.07,0,0,0,0,0,0,0,NA,NA,-0.4,-0.05,6.62,8.5,-31,-4.07,77,-0.4,-0.05,2021,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/317000/317003.png","#DA1726","#F8F2F2","N","Pooran","N  Pooran","Nicholas Pooran","BAT/WK","Batter/Wicket Keeper",420,575,-0.05,-0.07,-0.01,-0.01,6,8,14,0.428571428571429
"671","N Pooran","Sunrisers Hyderabad","Indian Premier League","2022",45,306,8,228,73.16,0,0,0,0,0,0,0,NA,NA,0.2,0.32,8.05,38.25,45,73.16,228,0.2,0.32,2022,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313480.logo.png","#130801","#F96F0F","N","Pooran","N  Pooran","Nicholas Pooran","BAT/WK","Batter/Wicket Keeper",1075,1433,0.03,0.04,0.05,0.07,6,8,14,0.428571428571429
"672","N Rana","Kolkata Knight Riders","Indian Premier League","2018",36,304,14,238,50.42,3,4,44,38,-3.3,0.08,-0.09,6.95,11,0.15,0.21,7.66,21.71,39,47.13,276,0.14,0.17,2018,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313419.logo.png","#7A05AC","#AC9505","N","Rana","N  Rana","Nitish Rana","AR","All Rounder",340,531,0.07,0.11,0.09,0.14,10,6,16,0.625
"673","N Rana","Kolkata Knight Riders","Indian Premier League","2019",29,344,10,240,91.6,-9,3,73,50,-15.55,-0.18,-0.31,8.76,24.33,0.12,0.38,8.6,34.4,20,76.05,290,0.07,0.26,2019,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313419.logo.png","#7A05AC","#AC9505","N","Rana","N  Rana","Nitish Rana","AR","All Rounder",340,472,0.04,0.06,0.16,0.22,6,8,14,0.428571428571429
"674","N Rana","Kolkata Knight Riders","Indian Premier League","2020/21",30,352,13,260,76.92,-26,0,23,13,-9.23,-2,-0.71,10.62,Inf,0.12,0.3,8.12,27.08,4,67.68,273,0.01,0.25,2020,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313419.logo.png","#7A05AC","#AC9505","N","Rana","N  Rana","Nitish Rana","AR","All Rounder",340,478,0.01,0.01,0.14,0.2,6,8,14,0.428571428571429
"675","N Rana","Kolkata Knight Riders","Indian Premier League","2021",-18,383,13,325,57.07,-3,0,12,12,0.2,-0.25,0.02,6,Inf,-0.06,0.18,7.07,29.46,-21,57.27,337,-0.06,0.17,2021,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313419.logo.png","#7A05AC","#AC9505","N","Rana","N  Rana","Nitish Rana","AR","All Rounder",340,465,-0.05,-0.06,0.12,0.17,9,8,17,0.529411764705882
"676","N Rana","Kolkata Knight Riders","Indian Premier League","2022",-12,361,13,259,104.59,-9,0,23,12,-10.22,-0.75,-0.85,11.5,Inf,-0.05,0.4,8.36,27.77,-21,94.38,271,-0.08,0.35,2022,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313419.logo.png","#7A05AC","#AC9505","N","Rana","N  Rana","Nitish Rana","AR","All Rounder",800,1066,-0.02,-0.03,0.09,0.12,6,8,14,0.428571428571429
"677","N Rana","Kolkata Knight Riders","Indian Premier League","2023",12,413,13,303,108.52,-35,3,75,54,-15.18,-0.65,-0.28,8.33,25,0.04,0.36,8.18,31.77,-23,93.34,357,-0.06,0.26,2023,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313419.logo.png","#7A05AC","#AC9505","N","Rana","N  Rana","Nitish Rana","AR","All Rounder",800,975,-0.02,-0.03,0.1,0.12,6,8,14,0.428571428571429
